Sample in Buffer,Sample in Window,TRIGGER,u_dac_/conf[15:0],u_dac_/z_sync[2:0],u_dac_/cnt_delay[15:0],u_dac_/dac_cnt[12:0],u_dac_/dac_ram_addr[12:0],u_dac_/dac_ram_odata[15:0],u_dac_/tt_odat[13:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX
2280,2280,0,0000,0,0000,15c3,15c3,0000,0000
2281,2281,0,0000,0,0000,15c4,15c4,0000,0000
2282,2282,0,0000,0,0000,15c5,15c5,0000,0000
2283,2283,0,0000,0,0000,15c6,15c6,0000,0000
2284,2284,0,0000,0,0000,15c7,15c7,0000,0000
2285,2285,0,0000,0,0000,15c8,15c8,0000,0000
2286,2286,0,0000,0,0000,15c9,15c9,0000,0000
2287,2287,0,0000,0,0000,15ca,15ca,0000,0000
2288,2288,0,0000,0,0000,15cb,15cb,0000,0000
2289,2289,0,0000,0,0000,15cc,15cc,0000,0000
2290,2290,0,0000,0,0000,15cd,15cd,0000,0000
2291,2291,0,0000,0,0000,15ce,15ce,0000,0000
2292,2292,0,0000,0,0000,15cf,15cf,0000,0000
2293,2293,0,0000,0,0000,15d0,15d0,0000,0000
2294,2294,0,0000,0,0000,15d1,15d1,0000,0000
2295,2295,0,0000,0,0000,15d2,15d2,0000,0000
2296,2296,0,0000,0,0000,15d3,15d3,0000,0000
2297,2297,0,0000,0,0000,15d4,15d4,0000,0000
2298,2298,0,0000,0,0000,15d5,15d5,0000,0000
2299,2299,0,0000,0,0000,15d6,15d6,0000,0000
2300,2300,0,0000,0,0000,15d7,15d7,0000,0000
2301,2301,0,0000,0,0000,15d8,15d8,0000,0000
2302,2302,0,0000,0,0000,15d9,15d9,0000,0000
2303,2303,0,0000,0,0000,15da,15da,0000,0000
2304,2304,0,0000,0,0000,15db,15db,0000,0000
2305,2305,0,0000,0,0000,15dc,15dc,0000,0000
2306,2306,0,0000,0,0000,15dd,15dd,0000,0000
2307,2307,0,0000,0,0000,15de,15de,0000,0000
2308,2308,0,0000,0,0000,15df,15df,0000,0000
2309,2309,0,0000,0,0000,15e0,15e0,0000,0000
2310,2310,0,0000,0,0000,15e1,15e1,0000,0000
2311,2311,0,0000,0,0000,15e2,15e2,0000,0000
2312,2312,0,0000,0,0000,15e3,15e3,0000,0000
2313,2313,0,0000,0,0000,15e4,15e4,0000,0000
2314,2314,0,0000,0,0000,15e5,15e5,0000,0000
2315,2315,0,0000,0,0000,15e6,15e6,0000,0000
2316,2316,0,0000,0,0000,15e7,15e7,0000,0000
2317,2317,0,0000,0,0000,15e8,15e8,0000,0000
2318,2318,0,0000,0,0000,15e9,15e9,0000,0000
2319,2319,0,0000,0,0000,15ea,15ea,0000,0000
2320,2320,0,0000,0,0000,15eb,15eb,0000,0000
2321,2321,0,0000,0,0000,15ec,15ec,0000,0000
2322,2322,0,0000,0,0000,15ed,15ed,0000,0000
2323,2323,0,0000,0,0000,15ee,15ee,0000,0000
2324,2324,0,0000,0,0000,15ef,15ef,0000,0000
2325,2325,0,0000,0,0000,15f0,15f0,0000,0000
2326,2326,0,0000,0,0000,15f1,15f1,0000,0000
2327,2327,0,0000,0,0000,15f2,15f2,0000,0000
2328,2328,0,0000,0,0000,15f3,15f3,0000,0000
2329,2329,0,0000,0,0000,15f4,15f4,0000,0000
2330,2330,0,0000,0,0000,15f5,15f5,0000,0000
2331,2331,0,0000,0,0000,15f6,15f6,0000,0000
2332,2332,0,0000,0,0000,15f7,15f7,0000,0000
2333,2333,0,0000,0,0000,15f8,15f8,0000,0000
2334,2334,0,0000,0,0000,15f9,15f9,0000,0000
2335,2335,0,0000,0,0000,15fa,15fa,0000,0000
2336,2336,0,0000,0,0000,15fb,15fb,0000,0000
2337,2337,0,0000,0,0000,15fc,15fc,0000,0000
2338,2338,0,0000,0,0000,15fd,15fd,0000,0000
2339,2339,0,0000,0,0000,15fe,15fe,0000,0000
2340,2340,0,0000,0,0000,15ff,15ff,0000,0000
2341,2341,0,0000,0,0000,1600,1600,0000,0000
2342,2342,0,0000,0,0000,1601,1601,0000,0000
2343,2343,0,0000,0,0000,1602,1602,0000,0000
2344,2344,0,0000,0,0000,1603,1603,0000,0000
2345,2345,0,0000,0,0000,1604,1604,0000,0000
2346,2346,0,0000,0,0000,1605,1605,0000,0000
2347,2347,0,0000,0,0000,1606,1606,0000,0000
2348,2348,0,0000,0,0000,1607,1607,0000,0000
2349,2349,0,0000,0,0000,1608,1608,0000,0000
2350,2350,0,0000,0,0000,1609,1609,0000,0000
2351,2351,0,0000,0,0000,160a,160a,0000,0000
2352,2352,0,0000,0,0000,160b,160b,0000,0000
2353,2353,0,0000,0,0000,160c,160c,0000,0000
2354,2354,0,0000,0,0000,160d,160d,0000,0000
2355,2355,0,0000,0,0000,160e,160e,0000,0000
2356,2356,0,0000,0,0000,160f,160f,0000,0000
2357,2357,0,0000,0,0000,1610,1610,0000,0000
2358,2358,0,0000,0,0000,1611,1611,0000,0000
2359,2359,0,0000,0,0000,1612,1612,0000,0000
2360,2360,0,0000,0,0000,1613,1613,0000,0000
2361,2361,0,0000,0,0000,1614,1614,0000,0000
2362,2362,0,0000,0,0000,1615,1615,0000,0000
2363,2363,0,0000,0,0000,1616,1616,0000,0000
2364,2364,0,0000,0,0000,1617,1617,0000,0000
2365,2365,0,0000,0,0000,1618,1618,0000,0000
2366,2366,0,0000,0,0000,1619,1619,0000,0000
2367,2367,0,0000,0,0000,161a,161a,0000,0000
2368,2368,0,0000,0,0000,161b,161b,0000,0000
2369,2369,0,0000,0,0000,161c,161c,0000,0000
2370,2370,0,0000,0,0000,161d,161d,0000,0000
2371,2371,0,0000,0,0000,161e,161e,0000,0000
2372,2372,0,0000,0,0000,161f,161f,0000,0000
2373,2373,0,0000,0,0000,1620,1620,0000,0000
2374,2374,0,0000,0,0000,1621,1621,0000,0000
2375,2375,0,0000,0,0000,1622,1622,0000,0000
2376,2376,0,0000,0,0000,1623,1623,0000,0000
2377,2377,0,0000,0,0000,1624,1624,0000,0000
2378,2378,0,0000,0,0000,1625,1625,0000,0000
2379,2379,0,0000,0,0000,1626,1626,0000,0000
2380,2380,0,0000,0,0000,1627,1627,0000,0000
2381,2381,0,0000,0,0000,1628,1628,0000,0000
2382,2382,0,0000,0,0000,1629,1629,0000,0000
2383,2383,0,0000,0,0000,162a,162a,0000,0000
2384,2384,0,0000,0,0000,162b,162b,0000,0000
2385,2385,0,0000,0,0000,162c,162c,0000,0000
2386,2386,0,0000,0,0000,162d,162d,0000,0000
2387,2387,0,0000,0,0000,162e,162e,0000,0000
2388,2388,0,0000,0,0000,162f,162f,0000,0000
2389,2389,0,0000,0,0000,1630,1630,0000,0000
2390,2390,0,0000,0,0000,1631,1631,0000,0000
2391,2391,0,0000,0,0000,1632,1632,0000,0000
2392,2392,0,0000,0,0000,1633,1633,0000,0000
2393,2393,0,0000,0,0000,1634,1634,0000,0000
2394,2394,0,0000,0,0000,1635,1635,0000,0000
2395,2395,0,0000,0,0000,1636,1636,0000,0000
2396,2396,0,0000,0,0000,1637,1637,0000,0000
2397,2397,0,0000,0,0000,1638,1638,0000,0000
2398,2398,0,0000,0,0000,1639,1639,0000,0000
2399,2399,0,0000,0,0000,163a,163a,0000,0000
2400,2400,0,0000,0,0000,163b,163b,0000,0000
2401,2401,0,0000,0,0000,163c,163c,0000,0000
2402,2402,0,0000,0,0000,163d,163d,0000,0000
2403,2403,0,0000,0,0000,163e,163e,0000,0000
2404,2404,0,0000,0,0000,163f,163f,0000,0000
2405,2405,0,0000,0,0000,1640,1640,0000,0000
2406,2406,0,0000,0,0000,1641,1641,0000,0000
2407,2407,0,0000,0,0000,1642,1642,0000,0000
2408,2408,0,0000,0,0000,1643,1643,0000,0000
2409,2409,0,0000,0,0000,1644,1644,0000,0000
2410,2410,0,0000,0,0000,1645,1645,0000,0000
2411,2411,0,0000,0,0000,1646,1646,0000,0000
2412,2412,0,0000,0,0000,1647,1647,0000,0000
2413,2413,0,0000,0,0000,1648,1648,0000,0000
2414,2414,0,0000,0,0000,1649,1649,0000,0000
2415,2415,0,0000,0,0000,164a,164a,0000,0000
2416,2416,0,0000,0,0000,164b,164b,0000,0000
2417,2417,0,0000,0,0000,164c,164c,0000,0000
2418,2418,0,0000,0,0000,164d,164d,0000,0000
2419,2419,0,0000,0,0000,164e,164e,0000,0000
2420,2420,0,0000,0,0000,164f,164f,0000,0000
2421,2421,0,0000,0,0000,1650,1650,0000,0000
2422,2422,0,0000,0,0000,1651,1651,0000,0000
2423,2423,0,0000,0,0000,1652,1652,0000,0000
2424,2424,0,0000,0,0000,1653,1653,0000,0000
2425,2425,0,0000,0,0000,1654,1654,0000,0000
2426,2426,0,0000,0,0000,1655,1655,0000,0000
2427,2427,0,0000,0,0000,1656,1656,0000,0000
2428,2428,0,0000,0,0000,1657,1657,0000,0000
2429,2429,0,0000,0,0000,1658,1658,0000,0000
2430,2430,0,0000,0,0000,1659,1659,0000,0000
2431,2431,0,0000,0,0000,165a,165a,0000,0000
2432,2432,0,0000,0,0000,165b,165b,0000,0000
2433,2433,0,0000,0,0000,165c,165c,0000,0000
2434,2434,0,0000,0,0000,165d,165d,0000,0000
2435,2435,0,0000,0,0000,165e,165e,0000,0000
2436,2436,0,0000,0,0000,165f,165f,0000,0000
2437,2437,0,0000,0,0000,1660,1660,0000,0000
2438,2438,0,0000,0,0000,1661,1661,0000,0000
2439,2439,0,0000,0,0000,1662,1662,0000,0000
2440,2440,0,0000,0,0000,1663,1663,0000,0000
2441,2441,0,0000,0,0000,1664,1664,0000,0000
2442,2442,0,0000,0,0000,1665,1665,0000,0000
2443,2443,0,0000,0,0000,1666,1666,0000,0000
2444,2444,0,0000,0,0000,1667,1667,0000,0000
2445,2445,0,0000,0,0000,1668,1668,0000,0000
2446,2446,0,0000,0,0000,1669,1669,0000,0000
2447,2447,0,0000,0,0000,166a,166a,0000,0000
2448,2448,0,0000,0,0000,166b,166b,0000,0000
2449,2449,0,0000,0,0000,166c,166c,0000,0000
2450,2450,0,0000,0,0000,166d,166d,0000,0000
2451,2451,0,0000,0,0000,166e,166e,0000,0000
2452,2452,0,0000,0,0000,166f,166f,0000,0000
2453,2453,0,0000,0,0000,1670,1670,0000,0000
2454,2454,0,0000,0,0000,1671,1671,0000,0000
2455,2455,0,0000,0,0000,1672,1672,0000,0000
2456,2456,0,0000,0,0000,1673,1673,0000,0000
2457,2457,0,0000,0,0000,1674,1674,0000,0000
2458,2458,0,0000,0,0000,1675,1675,0000,0000
2459,2459,0,0000,0,0000,1676,1676,0000,0000
2460,2460,0,0000,0,0000,1677,1677,0000,0000
2461,2461,0,0000,0,0000,1678,1678,0000,0000
2462,2462,0,0000,0,0000,1679,1679,0000,0000
2463,2463,0,0000,0,0000,167a,167a,0000,0000
2464,2464,0,0000,0,0000,167b,167b,0000,0000
2465,2465,0,0000,0,0000,167c,167c,0000,0000
2466,2466,0,0000,0,0000,167d,167d,0000,0000
2467,2467,0,0000,0,0000,167e,167e,0000,0000
2468,2468,0,0000,0,0000,167f,167f,0000,0000
2469,2469,0,0000,0,0000,1680,1680,0000,0000
2470,2470,0,0000,0,0000,1681,1681,0000,0000
2471,2471,0,0000,0,0000,1682,1682,0000,0000
2472,2472,0,0000,0,0000,1683,1683,0000,0000
2473,2473,0,0000,0,0000,1684,1684,0000,0000
2474,2474,0,0000,0,0000,1685,1685,0000,0000
2475,2475,0,0000,0,0000,1686,1686,0000,0000
2476,2476,0,0000,0,0000,1687,1687,0000,0000
2477,2477,0,0000,0,0000,1688,1688,0000,0000
2478,2478,0,0000,0,0000,1689,1689,0000,0000
2479,2479,0,0000,0,0000,168a,168a,0000,0000
2480,2480,0,0000,0,0000,168b,168b,0000,0000
2481,2481,0,0000,0,0000,168c,168c,0000,0000
2482,2482,0,0000,0,0000,168d,168d,0000,0000
2483,2483,0,0000,0,0000,168e,168e,0000,0000
2484,2484,0,0000,0,0000,168f,168f,0000,0000
2485,2485,0,0000,0,0000,1690,1690,0000,0000
2486,2486,0,0000,0,0000,1691,1691,0000,0000
2487,2487,0,0000,0,0000,1692,1692,0000,0000
2488,2488,0,0000,0,0000,1693,1693,0000,0000
2489,2489,0,0000,0,0000,1694,1694,0000,0000
2490,2490,0,0000,0,0000,1695,1695,0000,0000
2491,2491,0,0000,0,0000,1696,1696,0000,0000
2492,2492,0,0000,0,0000,1697,1697,0000,0000
2493,2493,0,0000,0,0000,1698,1698,0000,0000
2494,2494,0,0000,0,0000,1699,1699,0000,0000
2495,2495,0,0000,0,0000,169a,169a,0000,0000
2496,2496,0,0000,0,0000,169b,169b,0000,0000
2497,2497,0,0000,0,0000,169c,169c,0000,0000
2498,2498,0,0000,0,0000,169d,169d,0000,0000
2499,2499,0,0000,0,0000,169e,169e,0000,0000
2500,2500,0,0000,0,0000,169f,169f,0000,0000
2501,2501,0,0000,0,0000,16a0,16a0,0000,0000
2502,2502,0,0000,0,0000,16a1,16a1,0000,0000
2503,2503,0,0000,0,0000,16a2,16a2,0000,0000
2504,2504,0,0000,0,0000,16a3,16a3,0000,0000
2505,2505,0,0000,0,0000,16a4,16a4,0000,0000
2506,2506,0,0000,0,0000,16a5,16a5,0000,0000
2507,2507,0,0000,0,0000,16a6,16a6,0000,0000
2508,2508,0,0000,0,0000,16a7,16a7,0000,0000
2509,2509,0,0000,0,0000,16a8,16a8,0000,0000
2510,2510,0,0000,0,0000,16a9,16a9,0000,0000
2511,2511,0,0000,0,0000,16aa,16aa,0000,0000
2512,2512,0,0000,0,0000,16ab,16ab,0000,0000
2513,2513,0,0000,0,0000,16ac,16ac,0000,0000
2514,2514,0,0000,0,0000,16ad,16ad,0000,0000
2515,2515,0,0000,0,0000,16ae,16ae,0000,0000
2516,2516,0,0000,0,0000,16af,16af,0000,0000
2517,2517,0,0000,0,0000,16b0,16b0,0000,0000
2518,2518,0,0000,0,0000,16b1,16b1,0000,0000
2519,2519,0,0000,0,0000,16b2,16b2,0000,0000
2520,2520,0,0000,0,0000,16b3,16b3,0000,0000
2521,2521,0,0000,0,0000,16b4,16b4,0000,0000
2522,2522,0,0000,0,0000,16b5,16b5,0000,0000
2523,2523,0,0000,0,0000,16b6,16b6,0000,0000
2524,2524,0,0000,0,0000,16b7,16b7,0000,0000
2525,2525,0,0000,0,0000,16b8,16b8,0000,0000
2526,2526,0,0000,0,0000,16b9,16b9,0000,0000
2527,2527,0,0000,0,0000,16ba,16ba,0000,0000
2528,2528,0,0000,0,0000,16bb,16bb,0000,0000
2529,2529,0,0000,0,0000,16bc,16bc,0000,0000
2530,2530,0,0000,0,0000,16bd,16bd,0000,0000
2531,2531,0,0000,0,0000,16be,16be,0000,0000
2532,2532,0,0000,0,0000,16bf,16bf,0000,0000
2533,2533,0,0000,0,0000,16c0,16c0,0000,0000
2534,2534,0,0000,0,0000,16c1,16c1,0000,0000
2535,2535,0,0000,0,0000,16c2,16c2,0000,0000
2536,2536,0,0000,0,0000,16c3,16c3,0000,0000
2537,2537,0,0000,0,0000,16c4,16c4,0000,0000
2538,2538,0,0000,0,0000,16c5,16c5,0000,0000
2539,2539,0,0000,0,0000,16c6,16c6,0000,0000
2540,2540,0,0000,0,0000,16c7,16c7,0000,0000
2541,2541,0,0000,0,0000,16c8,16c8,0000,0000
2542,2542,0,0000,0,0000,16c9,16c9,0000,0000
2543,2543,0,0000,0,0000,16ca,16ca,0000,0000
2544,2544,0,0000,0,0000,16cb,16cb,0000,0000
2545,2545,0,0000,0,0000,16cc,16cc,0000,0000
2546,2546,0,0000,0,0000,16cd,16cd,0000,0000
2547,2547,0,0000,0,0000,16ce,16ce,0000,0000
2548,2548,0,0000,0,0000,16cf,16cf,0000,0000
2549,2549,0,0000,0,0000,16d0,16d0,0000,0000
2550,2550,0,0000,0,0000,16d1,16d1,0000,0000
2551,2551,0,0000,0,0000,16d2,16d2,0000,0000
2552,2552,0,0000,0,0000,16d3,16d3,0000,0000
2553,2553,0,0000,0,0000,16d4,16d4,0000,0000
2554,2554,0,0000,0,0000,16d5,16d5,0000,0000
2555,2555,0,0000,0,0000,16d6,16d6,0000,0000
2556,2556,0,0000,0,0000,16d7,16d7,0000,0000
2557,2557,0,0000,0,0000,16d8,16d8,0000,0000
2558,2558,0,0000,0,0000,16d9,16d9,0000,0000
2559,2559,0,0000,0,0000,16da,16da,0000,0000
2560,2560,0,0000,0,0000,16db,16db,0000,0000
2561,2561,0,0000,0,0000,16dc,16dc,0000,0000
2562,2562,0,0000,0,0000,16dd,16dd,0000,0000
2563,2563,0,0000,0,0000,16de,16de,0000,0000
2564,2564,0,0000,0,0000,16df,16df,0000,0000
2565,2565,0,0000,0,0000,16e0,16e0,0000,0000
2566,2566,0,0000,0,0000,16e1,16e1,0000,0000
2567,2567,0,0000,0,0000,16e2,16e2,0000,0000
2568,2568,0,0000,0,0000,16e3,16e3,0000,0000
2569,2569,0,0000,0,0000,16e4,16e4,0000,0000
2570,2570,0,0000,0,0000,16e5,16e5,0000,0000
2571,2571,0,0000,0,0000,16e6,16e6,0000,0000
2572,2572,0,0000,0,0000,16e7,16e7,0000,0000
2573,2573,0,0000,0,0000,16e8,16e8,0000,0000
2574,2574,0,0000,0,0000,16e9,16e9,0000,0000
2575,2575,0,0000,0,0000,16ea,16ea,0000,0000
2576,2576,0,0000,0,0000,16eb,16eb,0000,0000
2577,2577,0,0000,0,0000,16ec,16ec,0000,0000
2578,2578,0,0000,0,0000,16ed,16ed,0000,0000
2579,2579,0,0000,0,0000,16ee,16ee,0000,0000
2580,2580,0,0000,0,0000,16ef,16ef,0000,0000
2581,2581,0,0000,0,0000,16f0,16f0,0000,0000
2582,2582,0,0000,0,0000,16f1,16f1,0000,0000
2583,2583,0,0000,0,0000,16f2,16f2,0000,0000
2584,2584,0,0000,0,0000,16f3,16f3,0000,0000
2585,2585,0,0000,0,0000,16f4,16f4,0000,0000
2586,2586,0,0000,0,0000,16f5,16f5,0000,0000
2587,2587,0,0000,0,0000,16f6,16f6,0000,0000
2588,2588,0,0000,0,0000,16f7,16f7,0000,0000
2589,2589,0,0000,0,0000,16f8,16f8,0000,0000
2590,2590,0,0000,0,0000,16f9,16f9,0000,0000
2591,2591,0,0000,0,0000,16fa,16fa,0000,0000
2592,2592,0,0000,0,0000,16fb,16fb,0000,0000
2593,2593,0,0000,0,0000,16fc,16fc,0000,0000
2594,2594,0,0000,0,0000,16fd,16fd,0000,0000
2595,2595,0,0000,0,0000,16fe,16fe,0000,0000
2596,2596,0,0000,0,0000,16ff,16ff,0000,0000
2597,2597,0,0000,0,0000,1700,1700,0000,0000
2598,2598,0,0000,0,0000,1701,1701,0000,0000
2599,2599,0,0000,0,0000,1702,1702,0000,0000
2600,2600,0,0000,0,0000,1703,1703,0000,0000
2601,2601,0,0000,0,0000,1704,1704,0000,0000
2602,2602,0,0000,0,0000,1705,1705,0000,0000
2603,2603,0,0000,0,0000,1706,1706,0000,0000
2604,2604,0,0000,0,0000,1707,1707,0000,0000
2605,2605,0,0000,0,0000,1708,1708,0000,0000
2606,2606,0,0000,0,0000,1709,1709,0000,0000
2607,2607,0,0000,0,0000,170a,170a,0000,0000
2608,2608,0,0000,0,0000,170b,170b,0000,0000
2609,2609,0,0000,0,0000,170c,170c,0000,0000
2610,2610,0,0000,0,0000,170d,170d,0000,0000
2611,2611,0,0000,0,0000,170e,170e,0000,0000
2612,2612,0,0000,0,0000,170f,170f,0000,0000
2613,2613,0,0000,0,0000,1710,1710,0000,0000
2614,2614,0,0000,0,0000,1711,1711,0000,0000
2615,2615,0,0000,0,0000,1712,1712,0000,0000
2616,2616,0,0000,0,0000,1713,1713,0000,0000
2617,2617,0,0000,0,0000,1714,1714,0000,0000
2618,2618,0,0000,0,0000,1715,1715,0000,0000
2619,2619,0,0000,0,0000,1716,1716,0000,0000
2620,2620,0,0000,0,0000,1717,1717,0000,0000
2621,2621,0,0000,0,0000,1718,1718,0000,0000
2622,2622,0,0000,0,0000,1719,1719,0000,0000
2623,2623,0,0000,0,0000,171a,171a,0000,0000
2624,2624,0,0000,0,0000,171b,171b,0000,0000
2625,2625,0,0000,0,0000,171c,171c,0000,0000
2626,2626,0,0000,0,0000,171d,171d,0000,0000
2627,2627,0,0000,0,0000,171e,171e,0000,0000
2628,2628,0,0000,0,0000,171f,171f,0000,0000
2629,2629,0,0000,0,0000,1720,1720,0000,0000
2630,2630,0,0000,0,0000,1721,1721,0000,0000
2631,2631,0,0000,0,0000,1722,1722,0000,0000
2632,2632,0,0000,0,0000,1723,1723,0000,0000
2633,2633,0,0000,0,0000,1724,1724,0000,0000
2634,2634,0,0000,0,0000,1725,1725,0000,0000
2635,2635,0,0000,0,0000,1726,1726,0000,0000
2636,2636,0,0000,0,0000,1727,1727,0000,0000
2637,2637,0,0000,0,0000,1728,1728,0000,0000
2638,2638,0,0000,0,0000,1729,1729,0000,0000
2639,2639,0,0000,0,0000,172a,172a,0000,0000
2640,2640,0,0000,0,0000,172b,172b,0000,0000
2641,2641,0,0000,0,0000,172c,172c,0000,0000
2642,2642,0,0000,0,0000,172d,172d,0000,0000
2643,2643,0,0000,0,0000,172e,172e,0000,0000
2644,2644,0,0000,0,0000,172f,172f,0000,0000
2645,2645,0,0000,0,0000,1730,1730,0000,0000
2646,2646,0,0000,0,0000,1731,1731,0000,0000
2647,2647,0,0000,0,0000,1732,1732,0000,0000
2648,2648,0,0000,0,0000,1733,1733,0000,0000
2649,2649,0,0000,0,0000,1734,1734,0000,0000
2650,2650,0,0000,0,0000,1735,1735,0000,0000
2651,2651,0,0000,0,0000,1736,1736,0000,0000
2652,2652,0,0000,0,0000,1737,1737,0000,0000
2653,2653,0,0000,0,0000,1738,1738,0000,0000
2654,2654,0,0000,0,0000,1739,1739,0000,0000
2655,2655,0,0000,0,0000,173a,173a,0000,0000
2656,2656,0,0000,0,0000,173b,173b,0000,0000
2657,2657,0,0000,0,0000,173c,173c,0000,0000
2658,2658,0,0000,0,0000,173d,173d,0000,0000
2659,2659,0,0000,0,0000,173e,173e,0000,0000
2660,2660,0,0000,0,0000,173f,173f,0000,0000
2661,2661,0,0000,0,0000,1740,1740,0000,0000
2662,2662,0,0000,0,0000,1741,1741,0000,0000
2663,2663,0,0000,0,0000,1742,1742,0000,0000
2664,2664,0,0000,0,0000,1743,1743,0000,0000
2665,2665,0,0000,0,0000,1744,1744,0000,0000
2666,2666,0,0000,0,0000,1745,1745,0000,0000
2667,2667,0,0000,0,0000,1746,1746,0000,0000
2668,2668,0,0000,0,0000,1747,1747,0000,0000
2669,2669,0,0000,0,0000,1748,1748,0000,0000
2670,2670,0,0000,0,0000,1749,1749,0000,0000
2671,2671,0,0000,0,0000,174a,174a,0000,0000
2672,2672,0,0000,0,0000,174b,174b,0000,0000
2673,2673,0,0000,0,0000,174c,174c,0000,0000
2674,2674,0,0000,0,0000,174d,174d,0000,0000
2675,2675,0,0000,0,0000,174e,174e,0000,0000
2676,2676,0,0000,0,0000,174f,174f,0000,0000
2677,2677,0,0000,0,0000,1750,1750,0000,0000
2678,2678,0,0000,0,0000,1751,1751,0000,0000
2679,2679,0,0000,0,0000,1752,1752,0000,0000
2680,2680,0,0000,0,0000,1753,1753,0000,0000
2681,2681,0,0000,0,0000,1754,1754,0000,0000
2682,2682,0,0000,0,0000,1755,1755,0000,0000
2683,2683,0,0000,0,0000,1756,1756,0000,0000
2684,2684,0,0000,0,0000,1757,1757,0000,0000
2685,2685,0,0000,0,0000,1758,1758,0000,0000
2686,2686,0,0000,0,0000,1759,1759,0000,0000
2687,2687,0,0000,0,0000,175a,175a,0000,0000
2688,2688,0,0000,0,0000,175b,175b,0000,0000
2689,2689,0,0000,0,0000,175c,175c,0000,0000
2690,2690,0,0000,0,0000,175d,175d,0000,0000
2691,2691,0,0000,0,0000,175e,175e,0000,0000
2692,2692,0,0000,0,0000,175f,175f,0000,0000
2693,2693,0,0000,0,0000,1760,1760,0000,0000
2694,2694,0,0000,0,0000,1761,1761,0000,0000
2695,2695,0,0000,0,0000,1762,1762,0000,0000
2696,2696,0,0000,0,0000,1763,1763,0000,0000
2697,2697,0,0000,0,0000,1764,1764,0000,0000
2698,2698,0,0000,0,0000,1765,1765,0000,0000
2699,2699,0,0000,0,0000,1766,1766,0000,0000
2700,2700,0,0000,0,0000,1767,1767,0000,0000
2701,2701,0,0000,0,0000,1768,1768,0000,0000
2702,2702,0,0000,0,0000,1769,1769,0000,0000
2703,2703,0,0000,0,0000,176a,176a,0000,0000
2704,2704,0,0000,0,0000,176b,176b,0000,0000
2705,2705,0,0000,0,0000,176c,176c,0000,0000
2706,2706,0,0000,0,0000,176d,176d,0000,0000
2707,2707,0,0000,0,0000,176e,176e,0000,0000
2708,2708,0,0000,0,0000,176f,176f,0000,0000
2709,2709,0,0000,0,0000,1770,1770,0000,0000
2710,2710,0,0000,0,0000,1771,1771,0000,0000
2711,2711,0,0000,0,0000,1772,1772,0000,0000
2712,2712,0,0000,0,0000,1773,1773,0000,0000
2713,2713,0,0000,0,0000,1774,1774,0000,0000
2714,2714,0,0000,0,0000,1775,1775,0000,0000
2715,2715,0,0000,0,0000,1776,1776,0000,0000
2716,2716,0,0000,0,0000,1777,1777,0000,0000
2717,2717,0,0000,0,0000,1778,1778,0000,0000
2718,2718,0,0000,0,0000,1779,1779,0000,0000
2719,2719,0,0000,0,0000,177a,177a,0000,0000
2720,2720,0,0000,0,0000,177b,177b,0000,0000
2721,2721,0,0000,0,0000,177c,177c,0000,0000
2722,2722,0,0000,0,0000,177d,177d,0000,0000
2723,2723,0,0000,0,0000,177e,177e,0000,0000
2724,2724,0,0000,0,0000,177f,177f,0000,0000
2725,2725,0,0000,0,0000,1780,1780,0000,0000
2726,2726,0,0000,0,0000,1781,1781,0000,0000
2727,2727,0,0000,0,0000,1782,1782,0000,0000
2728,2728,0,0000,0,0000,1783,1783,0000,0000
2729,2729,0,0000,0,0000,1784,1784,0000,0000
2730,2730,0,0000,0,0000,1785,1785,0000,0000
2731,2731,0,0000,0,0000,1786,1786,0000,0000
2732,2732,0,0000,0,0000,1787,1787,0000,0000
2733,2733,0,0000,0,0000,1788,1788,0000,0000
2734,2734,0,0000,0,0000,1789,1789,0000,0000
2735,2735,0,0000,0,0000,178a,178a,0000,0000
2736,2736,0,0000,0,0000,178b,178b,0000,0000
2737,2737,0,0000,0,0000,178c,178c,0000,0000
2738,2738,0,0000,0,0000,178d,178d,0000,0000
2739,2739,0,0000,0,0000,178e,178e,0000,0000
2740,2740,0,0000,0,0000,178f,178f,0000,0000
2741,2741,0,0000,0,0000,1790,1790,0000,0000
2742,2742,0,0000,0,0000,1791,1791,0000,0000
2743,2743,0,0000,0,0000,1792,1792,0000,0000
2744,2744,0,0000,0,0000,1793,1793,0000,0000
2745,2745,0,0000,0,0000,1794,1794,0000,0000
2746,2746,0,0000,0,0000,1795,1795,0000,0000
2747,2747,0,0000,0,0000,1796,1796,0000,0000
2748,2748,0,0000,0,0000,1797,1797,0000,0000
2749,2749,0,0000,0,0000,1798,1798,0000,0000
2750,2750,0,0000,0,0000,1799,1799,0000,0000
2751,2751,0,0000,0,0000,179a,179a,0000,0000
2752,2752,0,0000,0,0000,179b,179b,0000,0000
2753,2753,0,0000,0,0000,179c,179c,0000,0000
2754,2754,0,0000,0,0000,179d,179d,0000,0000
2755,2755,0,0000,0,0000,179e,179e,0000,0000
2756,2756,0,0000,0,0000,179f,179f,0000,0000
2757,2757,0,0000,0,0000,17a0,17a0,0000,0000
2758,2758,0,0000,0,0000,17a1,17a1,0000,0000
2759,2759,0,0000,0,0000,17a2,17a2,0000,0000
2760,2760,0,0000,0,0000,17a3,17a3,0000,0000
2761,2761,0,0000,0,0000,17a4,17a4,0000,0000
